Field,Variable,Value,Label
RailType,3,"Cash, credit card, or ticket(s)",rMove only_ Rail trip fare payment method
RailType,97,Other,rMove only_ Rail trip fare payment method
RailType,98,Don't Know,rMove only_ Rail trip fare payment method
RailPay,98,Don't know,rMove only_ Approximate rail trip fare
RailCostDk,0,Not selected,rMove only_ Don't know rail trip cost
RailCostDk,1,Selected,rMove only_ Don't know rail trip cost
AirType,1,I paid the fare myself (no reimbursement),rMove only_ Air trip fare payment method
AirType,2,Employer paid 100% (I am reimbursed),rMove only_ Air trip fare payment method
AirType,3,Used miles/points to purchase flight,rMove only_ Air trip fare payment method
AirType,4,Someone else paid 100% (all of airfare cost),rMove only_ Air trip fare payment method
AirType,97,Other,rMove only_ Air trip fare payment method
AirPay,98,Don't know,rMove only_ Approximate air trip fare
AirfareCostDk,0,Not selected,rMove only_ Don't know air trip cost
AirfareCostDk,1,Selected,rMove only_ Don't know air trip cost
ModeAcc,1,Walked or jogged,Transit trip_ Travel mode to transit
ModeAcc,2,Rode a bike,Transit trip_ Travel mode to transit
ModeAcc,3,"Drove and parked a car (e.g., a vehicle in my household)",Transit trip_ Travel mode to transit
ModeAcc,4,"Drove and parked a carshare vehicle (e.g., ZipCar, Car2Go)",Transit trip_ Travel mode to transit
ModeAcc,5,Got dropped off,Transit trip_ Travel mode to transit
ModeAcc,6,"Took a taxi (e.g., Yellow Cab)",Transit trip_ Travel mode to transit
ModeAcc,7,"Took ride-share/other hired car service (e.g., Lyft, Uber)",Transit trip_ Travel mode to transit
ModeAcc,97,Other,Transit trip_ Travel mode to transit
ModeEgr,1,Walked or jogged,Transit trip_ Travel mode from transit
ModeEgr,2,Rode a bike,Transit trip_ Travel mode from transit
ModeEgr,3,"Drove and parked a car (e.g., a vehicle in my household)",Transit trip_ Travel mode from transit
ModeEgr,4,"Drove and parked a carshare vehicle (e.g., ZipCar, Car2Go)",Transit trip_ Travel mode from transit
ModeEgr,5,Got dropped off,Transit trip_ Travel mode from transit
ModeEgr,6,"Took a taxi (e.g., Yellow Cab)",Transit trip_ Travel mode from transit
ModeEgr,7,"Took ride-share/other hired car service (e.g., Lyft, Uber)",Transit trip_ Travel mode from transit
ModeEgr,97,Other,Transit trip_ Travel mode from transit
Park,1,Personal driveway/garage (e.g. own or friend's/family's),Auto trip_ non-taxi_ Park location at end of trip
Park,2,Parking lot/garage (off-street) at destination,Auto trip_ non-taxi_ Park location at end of trip
Park,3,Parking lot/garage (off-street) 2+ blocks from destination,Auto trip_ non-taxi_ Park location at end of trip
Park,4,On the street by destination,Auto trip_ non-taxi_ Park location at end of trip
Park,5,On the street 2+ blocks from destination,Auto trip_ non-taxi_ Park location at end of trip
Park,6,Park & Ride lot,Auto trip_ non-taxi_ Park location at end of trip
Park,7,N/A - did not get out of vehicle / was dropped off,Auto trip_ non-taxi_ Park location at end of trip
Park,97,Other,Auto trip_ non-taxi_ Park location at end of trip
ParkType,1,Free parking (no cost at all),rMove only_ Auto_ non-taxi trip_ Park payment method at end of trip
ParkType,2,Used a parking pass (any type),rMove only_ Auto_ non-taxi trip_ Park payment method at end of trip
ParkType,3,"Paid via cash, credit card, or ticket(s)",rMove only_ Auto_ non-taxi trip_ Park payment method at end of trip
ParkType,4,"Reserved parking service (e.g., ParkingPanda)",rMove only_ Auto_ non-taxi trip_ Park payment method at end of trip
ParkType,97,Other,rMove only_ Auto_ non-taxi trip_ Park payment method at end of trip
ParkPay,0,Nothing (parking was free),Auto trip_ non-taxi_ Park cost at end of trip
ParkPay,1,Less than $2.00,Auto trip_ non-taxi_ Park cost at end of trip
ParkPay,2,$2.00-$4.99,Auto trip_ non-taxi_ Park cost at end of trip
ParkPay,3,$5.00-$9.99,Auto trip_ non-taxi_ Park cost at end of trip
ParkPay,4,$10.00-$19.99,Auto trip_ non-taxi_ Park cost at end of trip
ParkPay,5,More than $20.00,Auto trip_ non-taxi_ Park cost at end of trip
ParkPay,6,Not applicable (e.g. used a monthly parking pass),Auto trip_ non-taxi_ Park cost at end of trip
ParkPay,7,Another person with me paid,Auto trip_ non-taxi_ Park cost at end of trip
ParkPay,98,Don't know,Auto trip_ non-taxi_ Park cost at end of trip
TransitSystem_1,1,Community Transit,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,2,Everett Transit,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,3,King County Metro,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,4,King County Water Taxi,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,5,Kitsap Ferry,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,6,Kitsap Transit Bus,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,7,Kitsap Transit Worker/Driver,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,8,Pierce County Ferry,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,9,Pierce Transit,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,10,Seattle Monorail,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,11,Seattle Streetcar,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,12,Sound Transit Bus,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,13,Sound Transit Rail,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,14,Washington State Ferries,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,15,King County Metro Dial-a-Ride,rSurvey only_ Transit leg 1_ System name
TransitSystem_1,16,Amtrak,rSurvey only_ Transit leg 1_ System name
TransitSystem_2,1,Community Transit,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,2,Everett Transit,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,3,King County Metro,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,4,King County Water Taxi,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,5,Kitsap Ferry,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,6,Kitsap Transit Bus,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,7,Kitsap Transit Worker/Driver,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,8,Pierce County Ferry,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,9,Pierce Transit,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,10,Seattle Monorail,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,11,Seattle Streetcar,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,12,Sound Transit Bus,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,13,Sound Transit Rail,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,14,Washington State Ferries,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,15,King County Metro Dial-a-Ride,rSurvey only_ Transit leg 2_ System name
TransitSystem_2,16,Amtrak,rSurvey only_ Transit leg 2_ System name
TransitSystem_3,1,Community Transit,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,2,Everett Transit,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,3,King County Metro,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,4,King County Water Taxi,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,5,Kitsap Ferry,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,6,Kitsap Transit Bus,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,7,Kitsap Transit Worker/Driver,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,8,Pierce County Ferry,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,9,Pierce Transit,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,10,Seattle Monorail,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,11,Seattle Streetcar,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,12,Sound Transit Bus,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,13,Sound Transit Rail,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,14,Washington State Ferries,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,15,King County Metro Dial-a-Ride,rSurvey only_ Transit leg 3_ System name
TransitSystem_3,16,Amtrak,rSurvey only_ Transit leg 3_ System name
TransitSystem_4,1,Community Transit,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,2,Everett Transit,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,3,King County Metro,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,4,King County Water Taxi,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,5,Kitsap Ferry,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,6,Kitsap Transit Bus,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,7,Kitsap Transit Worker/Driver,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,8,Pierce County Ferry,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,9,Pierce Transit,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,10,Seattle Monorail,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,11,Seattle Streetcar,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,12,Sound Transit Bus,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,13,Sound Transit Rail,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,14,Washington State Ferries,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,15,King County Metro Dial-a-Ride,rSurvey only_ Transit leg 4_ System name
TransitSystem_4,16,Amtrak,rSurvey only_ Transit leg 4_ System name
TransitSystem_5,1,Community Transit,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,2,Everett Transit,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,3,King County Metro,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,4,King County Water Taxi,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,5,Kitsap Ferry,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,6,Kitsap Transit Bus,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,7,Kitsap Transit Worker/Driver,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,8,Pierce County Ferry,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,9,Pierce Transit,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,10,Seattle Monorail,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,11,Seattle Streetcar,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,12,Sound Transit Bus,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,13,Sound Transit Rail,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,14,Washington State Ferries,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,15,King County Metro Dial-a-Ride,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,16,Amtrak,rSurvey only_ Transit leg 5_ System name
TransitSystem_5,1,,rSurvey only_ Transit leg 5_ System name
SvyComplete,0,No,Trip survey is complete
SvyComplete,1,Yes,Trip survey is complete
Dayofweek,1,Tuesday,Travel day of week
Dayofweek,2,Wednesday,Travel day of week
Dayofweek,3,Thursday,Travel day of week
Dayofweek,4,Friday,Travel day of week
Dayofweek,5,Saturday,Travel day of week
Dayofweek,6,Sunday,Travel day of week
Dayofweek,7,Monday,Travel day of week
CopiedTrip,0,No,rSurvey only_ Trip was copied from another HH member
CopiedTrip,1,Yes,rSurvey only_ Trip was copied from another HH member
UserMerged,0,No,rMove only_ Trip is result of 2 or more trips merged by user
UserMerged,1,Yes,rMove only_ Trip is result of 2 or more trips merged by user
UserSplit,0,No,rMove only_ Trip is result of trip split by user
UserSplit,1,Yes,rMove only_ Trip is result of trip split by user
AnalystMerged,0,No,rMove only_ Trip is result of 2 or more trips merged by analyst
AnalystMerged,1,Yes,rMove only_ Trip is result of 2 or more trips merged by analyst
AnalystSplit,0,No,rMove only_ Trip is result of trip split by analyst
AnalystSplit,1,Yes,rMove only_ Trip is result of trip split by analyst
FlagTeleport,0,No,rMove only_ >=250m gap occurs after trip
FlagTeleport,1,Yes,rMove only_ >=250m gap occurs after trip
ProxyAddedTrip,0,No,rMove only_ Trip was added by proxy respondent
ProxyAddedTrip,1,Yes,rMove only_ Trip was added by proxy respondent
NonproxyDerivedTrip,0,No,Derived child trip_ Trip was derived from a non-proxy record for a non-participant
NonproxyDerivedTrip,1,Yes,Derived child trip_ Trip was derived from a non-proxy record for a non-participant
Mode_1,1,"Walk, jog, or wheelchair",Primary Mode
Mode_1,2,Bicycle or e-bike,Primary Mode
Mode_1,3,Household vehicle 1,Primary Mode
Mode_1,4,Household vehicle 2,Primary Mode
Mode_1,5,Household vehicle 3,Primary Mode
Mode_1,6,Household vehicle 4,Primary Mode
Mode_1,7,Household vehicle 5,Primary Mode
Mode_1,8,Household vehicle 6,Primary Mode
Mode_1,9,Household vehicle 7,Primary Mode
Mode_1,10,Household vehicle 8,Primary Mode
Mode_1,11,Household vehicle 9,Primary Mode
Mode_1,12,Household vehicle 10,Primary Mode
Mode_1,16,Other household vehicle,Primary Mode
Mode_1,17,Rental car,Primary Mode
Mode_1,18,"Carshare vehicle (e.g., Zipcar, Car2Go, RelayRides, etc.)",Primary Mode
Mode_1,21,Vanpool vehicle,Primary Mode
Mode_1,22,Other non-household vehicle,Primary Mode
Mode_1,23,Bus (public transit),Primary Mode
Mode_1,24,School bus,Primary Mode
Mode_1,26,Private bus or shuttle,Primary Mode
Mode_1,27,Paratransit,Primary Mode
Mode_1,28,Other bus (rMove only),Primary Mode
Mode_1,31,Airplane or helicopter,Primary Mode
Mode_1,32,Ferry or water taxi,Primary Mode
Mode_1,33,Car from work,Primary Mode
Mode_1,34,Friend/colleague's car,Primary Mode
Mode_1,36,"Taxi (e.g., Yello Cab)",Primary Mode
Mode_1,37,"Other hired service (e.g., Lyft, Uber)",Primary Mode
Mode_1,41,"Commuter rail (Sounder, Amtrak)",Primary Mode
Mode_1,42,"Other rail (e.g., streetcar)",Primary Mode
Mode_1,47,Other motorcycle/moped/scooter,Primary Mode
Mode_1,52,"Urban rail (e.g., Link light rail, monorail)",Primary Mode
Mode_1,97,"Other mode (e.g., skateboard, kayak, motorhome, etc.)",Primary Mode
Mode_2,1,"Walk, jog, or wheelchair",rMove only_ Fourth mode chosen
Mode_2,2,Bicycle or e-bike,rMove only_ Fourth mode chosen
Mode_2,3,Household vehicle 1,rMove only_ Fourth mode chosen
Mode_2,4,Household vehicle 2,rMove only_ Fourth mode chosen
Mode_2,5,Household vehicle 3,rMove only_ Fourth mode chosen
Mode_2,6,Household vehicle 4,rMove only_ Fourth mode chosen
Mode_2,7,Household vehicle 5,rMove only_ Fourth mode chosen
Mode_2,8,Household vehicle 6,rMove only_ Fourth mode chosen
Mode_2,9,Household vehicle 7,rMove only_ Fourth mode chosen
Mode_2,10,Household vehicle 8,rMove only_ Fourth mode chosen
Mode_2,11,Household vehicle 9,rMove only_ Fourth mode chosen
Mode_2,12,Household vehicle 10,rMove only_ Fourth mode chosen
Mode_2,16,Other household vehicle,rMove only_ Fourth mode chosen
Mode_2,17,Rental car,rMove only_ Fourth mode chosen
Mode_2,18,"Carshare vehicle (e.g., Zipcar, Car2Go, RelayRides, etc.)",rMove only_ Fourth mode chosen
Mode_2,21,Vanpool vehicle,rMove only_ Fourth mode chosen
Mode_2,22,Other non-household vehicle,rMove only_ Fourth mode chosen
Mode_2,23,Bus (public transit),rMove only_ Fourth mode chosen
Mode_2,24,School bus,rMove only_ Fourth mode chosen
Mode_2,26,Private bus or shuttle,rMove only_ Fourth mode chosen
Mode_2,27,Paratransit,rMove only_ Fourth mode chosen
Mode_2,28,Other bus (rMove only),rMove only_ Fourth mode chosen
Mode_2,31,Airplane or helicopter,rMove only_ Fourth mode chosen
Mode_2,32,Ferry or water taxi,rMove only_ Fourth mode chosen
Mode_2,33,Car from work,rMove only_ Fourth mode chosen
Mode_2,34,Friend/colleague's car,rMove only_ Fourth mode chosen
Mode_2,36,"Taxi (e.g., Yello Cab)",rMove only_ Fourth mode chosen
Mode_2,37,"Other hired service (e.g., Lyft, Uber)",rMove only_ Fourth mode chosen
Mode_2,41,"Commuter rail (Sounder, Amtrak)",rMove only_ Fourth mode chosen
Mode_2,42,"Other rail (e.g., streetcar)",rMove only_ Fourth mode chosen
Mode_2,47,Other motorcycle/moped/scooter,rMove only_ Fourth mode chosen
Mode_2,52,"Urban rail (e.g., Link light rail, monorail)",rMove only_ Fourth mode chosen
Mode_2,97,"Other mode (e.g., skateboard, kayak, motorhome, etc.)",rMove only_ Fourth mode chosen
Mode_3,1,"Walk, jog, or wheelchair",rMove only_ Fourth mode chosen
Mode_3,2,Bicycle or e-bike,rMove only_ Fourth mode chosen
Mode_3,3,Household vehicle 1,rMove only_ Fourth mode chosen
Mode_3,4,Household vehicle 2,rMove only_ Fourth mode chosen
Mode_3,5,Household vehicle 3,rMove only_ Fourth mode chosen
Mode_3,6,Household vehicle 4,rMove only_ Fourth mode chosen
Mode_3,7,Household vehicle 5,rMove only_ Fourth mode chosen
Mode_3,8,Household vehicle 6,rMove only_ Fourth mode chosen
Mode_3,9,Household vehicle 7,rMove only_ Fourth mode chosen
Mode_3,10,Household vehicle 8,rMove only_ Fourth mode chosen
Mode_3,11,Household vehicle 9,rMove only_ Fourth mode chosen
Mode_3,12,Household vehicle 10,rMove only_ Fourth mode chosen
Mode_3,16,Other household vehicle,rMove only_ Fourth mode chosen
Mode_3,17,Rental car,rMove only_ Fourth mode chosen
Mode_3,18,"Carshare vehicle (e.g., Zipcar, Car2Go, RelayRides, etc.)",rMove only_ Fourth mode chosen
Mode_3,21,Vanpool vehicle,rMove only_ Fourth mode chosen
Mode_3,22,Other non-household vehicle,rMove only_ Fourth mode chosen
Mode_3,23,Bus (public transit),rMove only_ Fourth mode chosen
Mode_3,24,School bus,rMove only_ Fourth mode chosen
Mode_3,26,Private bus or shuttle,rMove only_ Fourth mode chosen
Mode_3,27,Paratransit,rMove only_ Fourth mode chosen
Mode_3,28,Other bus (rMove only),rMove only_ Fourth mode chosen
Mode_3,31,Airplane or helicopter,rMove only_ Fourth mode chosen
Mode_3,32,Ferry or water taxi,rMove only_ Fourth mode chosen
Mode_3,33,Car from work,rMove only_ Fourth mode chosen
Mode_3,34,Friend/colleague's car,rMove only_ Fourth mode chosen
Mode_3,36,"Taxi (e.g., Yello Cab)",rMove only_ Fourth mode chosen
Mode_3,37,"Other hired service (e.g., Lyft, Uber)",rMove only_ Fourth mode chosen
Mode_3,41,"Commuter rail (Sounder, Amtrak)",rMove only_ Fourth mode chosen
Mode_3,42,"Other rail (e.g., streetcar)",rMove only_ Fourth mode chosen
Mode_3,47,Other motorcycle/moped/scooter,rMove only_ Fourth mode chosen
Mode_3,52,"Urban rail (e.g., Link light rail, monorail)",rMove only_ Fourth mode chosen
Mode_3,97,"Other mode (e.g., skateboard, kayak, motorhome, etc.)",rMove only_ Fourth mode chosen
Nan,1,Under 18 years,age_category
Nan,2,18-64 years,age_category
Nan,3,65 years+,age_category
